CN FeODist stdDist valence Pit_e Pit_i Pit_d2 WL_e WL_i WL_d2 Edge_e Edge_slope PCA1 PCA2 PCA3 rPCA1 rPCA2 rPCA3 Pit_e-WL_e WL-Pit_slope
5.702488511029429 2.091086911421945 0.0834389136082864 3.0 7159.443000000217 0.9138103098014023 0.0007935842116779668 7135.703000000213 1.1580995953367532 -0.007632050933459311 7123.350368751082 0.6492175316100075 -12.4252476880593 0.9210707370744291 0.6432278121567747 -12.892388139348274 0.1737898909759789 0.44349198704780113 23.74000000000342 0.010290197368800156
4.000317613828955 2.1339100018010777 0.15211650047259132 2.999999999999999 7154.583000000216 0.9438750790197044 0.0005231852184817143 7133.273000000223 1.0813030040804106 -0.005808248937366756 7121.559153661536 0.7427289398223211 -12.50640444250105 -0.12252588308002466 0.4963935724536649 -12.769115538315134 0.34555107463984847 -0.0684444903829644 21.309999999993124 0.006448987567374499
4.1371637097969565 2.056760715654721 0.1241149272991106 3.0 7157.833000000213 0.9399969407744402 0.0007477065600003385 7134.183000000222 1.0930509455200041 -0.005666735245490884 7121.989666110739 0.5986644494261204 -12.46236915844208 0.19797829671815986 0.49053096897338055 -12.763152956350869 0.1800308737318861 0.09760655607067381 23.64999999999145 0.00647162810763718
4.672881224819015 1.9256473817027495 0.07897386725621486 3.0 7169.433000000213 0.9402025768703155 0.0009467264006080001 7138.333000000219 1.1084688970605452 -0.004896755956274035 7124.028689798438 0.43965888927849806 -12.180720902397734 1.3459319898180326 -0.1452653515189788 -12.738173776853072 -0.5617210821448805 0.07743132999728264 31.099999999993997 0.005410492610619363
5.395066184031456 2.0616487427858337 0.10414761803509834 2.3950661840314553 7157.123000000219 0.9036213948053926 0.0012453818132307504 7133.393000000216 1.1532317089328912 -0.008176871191256652 7121.709563263012 0.6035613383411815 -12.622436849810715 0.013283091052515239 0.8048725322070662 -12.897329854171922 0.37409974207888264 0.5295769723335493 23.7300000000032 0.010518765871363881
5.0 1.9595066079684202 0.15960377041670923 2.3197582800879744 7171.393000000214 0.9498414367142194 0.0006379556960478538 7136.2630000002155 1.0949872788689583 -0.003948916427187754 7122.396997093462 0.48846860522594504 -12.40342052115242 0.667897004302129 -0.021620826200736687 -12.751530028095168 -0.4230190826016761 -0.056703127583453306 35.12999999999829 0.004131677829625561
4.803957932121003 1.8524333000138762 0.13638519367811314 2.098021033939499 7170.573000000217 0.9241195798671045 0.0011616820727589072 7137.473000000221 1.1288158864891882 -0.0040235487897000155 7122.383693432456 0.41224772134186716 -12.468812406535221 0.9048370763645528 -0.29791840043283235 -12.819743856387507 -0.840500855267606 0.0799967596567126 33.099999999995816 0.006184178447797873
5.926783954059455 1.8282329484266326 0.11288072680704367 2.0 7169.203000000219 0.9141859672485496 0.0013064581372290718 7139.403000000221 1.2044293572404998 -0.005212103637575183 7123.34504788578 0.38312925841824885 -12.516085823452467 1.3945035225615008 -0.485817793097003 -12.984415522933858 -1.0805739353339798 0.3019496646658304 29.799999999997453 0.009739711073556208
4.0 2.0556170158258538 0.09680379983517107 2.3976818338152235 7156.9730000002155 0.9405640824759778 0.0009460075967027137 7132.763000000223 1.0882353213340406 -0.004884728499465751 7120.037947943759 0.5468423155263462 -12.662837853969364 -0.5400510950809576 0.12931006459219185 -12.794246714597644 0.056070926458420045 0.08231272471180473 24.20999999999276 0.006099596813635148
2.81319439614704 1.7791410308879945 0.050085637365417185 2.5934028019264805 7170.5130000002155 0.9458029902582873 0.0008535076745364023 7140.013000000214 1.0642779770552737 -0.0010590573440438789 7121.48069557269 0.3512746843528356 -12.345374286713486 0.5316434502926666 -0.5847987029649122 -12.59752461806821 -0.8915699181509709 -0.4037742463574858 30.50000000000182 0.003884425796622274
