CN FeODist stdDist valence Pit_e Pit_i Pit_d2 WL_e WL_i WL_d2 Edge_e Edge_slope PCA1 PCA2 PCA3 rPCA1 rPCA2 rPCA3 Pit_e-WL_e WL-Pit_slope
4.702488511029429 1.994349361626841 0.09927449089849524 2.702488511029429 7161.163000000223 0.9172094445580824 0.0013043139845958507 7135.05300000022 1.133142264818923 -0.006266091028273024 7122.899576578605 0.577771088590421 -12.471267731419912 1.1606575782947335 -0.08453045977558943 -13.018610681112463 0.17143798940317545 -0.3548124606982457 26.11000000000331 0.008270119504435593
2.0003176138289547 2.013804351309456 0.07030013043704965 2.999999999999999 7156.3330000002225 0.9556582099308418 0.000402148986333728 7135.1230000002215 1.0429948870989738 -0.0026254492491162296 7120.549380493952 0.6656092160464853 -12.472073199051477 0.09931939925397079 -0.20580249329080516 -12.763633716069375 0.3950062811738083 0.4026184190379083 21.210000000000946 0.0041177122662955255
3.0 2.0032405075243314 0.11520399955391097 2.620945430067681 7160.613000000221 0.9502326309941092 0.0008093923309360207 7133.973000000217 1.080549387399803 -0.004067230339188654 7120.445243765208 0.5124091907526191 -12.60472081133214 0.14206340018014052 -0.17638419461975544 -12.88181593043939 0.42493406501214015 0.053713622148537254 26.640000000003965 0.004891770135348144
4.018643674457046 2.003363859119995 0.05910399229823166 2.6728812248190152 7164.41300000022 0.9405175937911543 0.0008419843477991407 7136.96300000022 1.0893187578562988 -0.004058878388946141 7121.555934982575 0.36859570301786926 -12.354676710047865 0.6838593923619393 -0.66080624841655 -12.745035376509323 0.8361873934889906 0.08663025962261228 27.449999999999818 0.005420807434067232
3.185198552094365 2.1863559833146073 0.098893334432003 2.0000000000000004 7147.05300000022 0.9412215083651415 0.0009629823150003602 7130.183000000218 1.0746448291568558 -0.005224140586790327 7117.985428114901 0.6720624751952717 -12.767088847043699 -1.1160690264539477 -0.1792183331795023 -12.876171125855642 -0.005417693812213464 0.1357295493834223 16.87000000000171 0.007908910538927134
5.040725159736075 2.066746671312107 0.14146270361158053 3.0 7159.063000000219 0.9458557567690906 0.0007140680680084444 7134.403000000217 1.0995022446075788 -0.006196946811254378 7122.981544679396 0.6856743992334755 -12.364771651614543 1.0420506554363729 0.17491261127254737 -12.914085931379697 -0.09396712945373986 -0.05791295808329844 24.660000000002583 0.0062305956138877586
3.098021033939499 2.1181653774729177 0.1172511591110744 2.9019789660605015 7150.533000000222 0.9519531484512758 0.0003640462187259885 7132.813000000213 1.0627845416292974 -0.004696919400082322 7120.53139070809 0.7349745393373035 -12.551526539236008 -0.060204478718002497 0.14463688661635507 -12.832010736898326 0.012037884870578885 0.2376015590672309 17.72000000000935 0.0062545932944674445
2.9755946513531515 1.9713761764452342 0.16091909939671287 2.0 7161.593000000222 0.9604704470310057 0.0006866713264663815 7132.893000000215 1.0767919192981423 -0.0030439293174922 7118.582089399693 0.5333240844505986 -12.751038002028501 -0.5580274664417935 -0.4614811548181961 -12.877741605462045 0.5072841388309701 0.20749493791538587 28.700000000007094 0.004053012970979369
3.795363667630448 2.1905364488073022 0.0577496912922525 2.0 7144.62300000022 0.9261650171910731 0.0011203713545793192 7128.943000000223 1.0963604502712079 -0.007495746956465155 7118.232837382619 0.831327287147902 -12.791410324119358 -1.4241515814983803 0.10414272649650697 -12.940453867184024 -0.47535557880217105 0.07919866949673793 15.679999999996653 0.010854300579092542
4.373611207705922 2.070836220130463 0.11594817492893733 2.0000000000000004 7158.563000000218 0.9503887152450888 0.0005710002315417739 7135.113000000221 1.1146681732376533 -0.003762195190937234 7119.09245679751 0.4813211032384448 -12.757561059088843 -0.17873064512625725 -0.5587029755692653 -12.908441114661281 0.7571067561378918 0.18120488043358218 23.44999999999709 0.007005520596698716
3.9557822749566567 2.0066252816938324 0.1989963908029399 3.0 7164.633000000214 0.9663371413181956 0.0004461656177845441 7135.723000000214 1.0693378351205431 -0.003795330436595634 7122.235445843077 0.5232520861736962 -12.334664089283706 0.7832973384365947 -0.20307415325583128 -12.803619922809002 0.38232568884456053 0.16600629217527585 28.910000000000764 0.003562805043318742
6.000000000000001 2.07831027988858 0.03013399290883608 3.0000000000000004 7156.953000000215 0.8936602782739274 0.0009159997438334955 7134.833000000215 1.1893051533231722 -0.010063919657632425 7123.486867158157 0.6517237024979143 -12.501081570945676 1.537791136434209 0.09569526680880647 -13.113563450112867 -0.20542215001943392 -0.711411765368831 22.11999999999989 0.013365500680345675
3.0367313775225506 2.013849692116456 0.1254924912231005 2.5183656887612753 7157.143000000219 0.9581687195303438 0.0005189337570765673 7134.5330000002195 1.0742376098404294 -0.0034615882582578195 7119.689783680301 0.4123975188131743 -12.578193523026407 -0.03056830158800755 -0.38397214439060723 -12.77943705011638 0.6086679893755939 0.10026520870912625 22.609999999999673 0.005133520137553617
